NAME,STREET,NO,CITY,COUNTY,SOCIAL_SERVICE,TYPE,CATEGORY,CAPACITY,EMAIL,PHONE
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Sălaj,Gării,32B,Nușfalău,Sălaj,Centrul de îngrijire și asistență Nușfalău,1,"b2, b3",50,sjdgaspc@zalau.astral.ro,0260-615-017 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Sălaj,Principală,3,Pericei,Sălaj,Locuință protejată 1,3,"b2, b3",6,sjdgaspc@zalau.astral.ro,0260-615-017 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Sălaj,Principală,3,Pericei,Sălaj,Locuință protejată 2,3,"b2, b3",6,sjdgaspc@zalau.astral.ro,0260-615-017 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Sălaj,Simion Bărnuțiu,133,Ileanda,Sălaj,Centrul de asistență medico - socială Ileanda,9,"b2, b3, b4",30,sjdgaspc@zalau.astral.ro,0260-615-017 
Fundaţia Lazarenum,Mihai Eminescu,28,Târgu Mureş,Mureş,Cămin de vârstnici,1,B4,53,,
Asociaţia Sfântul Ioan cel Nou de la Suceava,Ion Vodă Viteazu,2,Suceava,Suceava,Centrul care acordă servicii de îngrijire și asistență la domiciliu,5,"B3, B4",,,
Penitenciarul Timişoara,Popa Şapcă,7,Timişoara,Timiş,Serviciul educație și asistență psihosocială,10,"b2, b3, b4",192,,
Primăria Municipiului Caracal - Serviciul Public de Asistenţă Socială,București,23,Caracal,Olt,Centrul de zi Cristina,4,"B1.3, B1.4",20,,
Primăria Municipiului Caracal - Serviciul Public de Asistenţă Socială,Bicaz,13,Caracal,Olt,Cantina Socială Caracal,7,"B1, B2",200,,
Primăria Municipiului Caracal - Serviciul Public de Asistenţă Socială,Muzeului,19,Caracal,Olt,Centrul Municipal Creșe Caracal - creșă modul nr. 1,9,B1.1,56,,
Primăria Municipiului Caracal - Serviciul Public de Asistenţă Socială,Creșei,8,Caracal,Olt,Centrul municipal creșe Caracal - creșa modul nr. 2,10,b1.1,30,,
Unitatea de Asistenţă Medico Socială Cămin Spital Sibiu,Azilului,4,Sibiu,Sibiu,Unitatea de Asistenţă Medico Socială Cămin Spital Sibiu,9,"B3, B4",90,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiş,Bacova,1,Bacova,Timiş,Centrul de integrare socio profesională pentru adulti fără adăpost Bacova,2,"B2, B3, B5",16,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Căpitan Damșescu,53,Timişoara,Timiș,Serviciul maternal ,2,"B1.1, B1.2, B5",8,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Căpitan Damșescu,53,Timişoara,Timiș,Serviciul de primire în regim de urgență,2,"B1.2, B1.3, B1.4",33,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Ioan Slavici,48,Timişoara,Timiș,Adăpost de zi și de noapte pentru copiii străzii,2,"B1.3, B1.4",14,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiş,Principală,314,Găvojdia,Timiș,Centrul de recuperare și reabilitare neuropsihiatrică Găvojdia,1,"B2, B3, B4, B5",170,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Regina Maria,3,Timișoara,Timiș,Serviciul de îngrijire de tip rezidențial din cadrul Centrului de recuperare și reabilitare neuropsihiatrică pentru copii Timișoara,1,b1,36,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Herculane,67,Timișoara,Timiș,Serviciul de îngrijire de tip familial proiect Phare TM 511 din cadrul Centrului de recuperare și reabilitare neuropsihiatrică pentru copii Timișoara,1,"b1.2, b1.3",10,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Ioan Slavici,48,Timișoara,Timiș,Serviciul de îngrijire de tip familial Micuța Dina din cadrul Centrului de recuperare și reabilitare neuropsihiatrică pentru copii Timișoara,1,"b1.2, b1.3",8,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Regina Maria,3,Timișoara,Timiș,Serviciul de recuperare din cadrul Centrului de recuperare și reabilitare neuropsihiatrică pentru copii Timișoara,1,b1,30,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,,410,Variaș,Timiș,Centrul de îngrijire și asistență Variaș,1,"b3, b4",42,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Bocșei,32,Lugoj,Timiș,Centrul de plasament Lugoj,2,"b1.2, b1.3, b1.4, b2.1",80,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Principală,310,Găvojdia,Timiș,Centrul de plasament Găvojdia,1,"b1.2, b1.3, b1.4, b2.1",90,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Făgetului,158,Lugoj,Timiș,Serviciul de recuperare din cadrul Centrului de recuperare și reabilitare neuropsihiatrică pentru copilul cu handicap Lugoj,10,b1,70,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Făgetului,158,Lugoj,Timiș,Serviciul de îngrijire de tip rezidențial pentru copilul cu dizabilități,1,"b1.2, b1.3, b1.4",50,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Făgetului,158,Lugoj,Timiș,Centrul de recuperare și reabilitare neuropsihiatrică nr. 1 Lugoj,1,"b2, b3",90,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Tudor Vladimirescu,20,Ciacova,Timiș,Centrul pentru persoane cu handicap suferinde de maladia Alzheimer Ciacova,1,"b3, b4",50,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Plopilor,27,Recaș,Timiș,Centrul de plasament pentru copilul cu dizabilități Recaș,1,"b1, b2",80,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiş,,1,Boldur,Timiş,Centrul de recuperare și reabilitare neuropsihiatrică Sinersig,1,"b2, b3, b4",53,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Al. Mocioni,1,Ciacova,Timiș,Centrul de îngrijire și asistență Ciacova,1,"b2, b4, b5",110,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Făgetului,158,Lugoj,Timiș,Centrul de recuperare și reabilitare neuropsihiatrică Lugoj,1,"b2, b3, ",90,dgaspctm@gmail.com,0256-490-281 / 494-030
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Timiș,Franz Liszt,3,Timişoara,Timiș,Centrul pentru sprijinirea integrării familiale și profesionale a tinerilor,1,"b1, b2",40,dgaspctm@gmail.com,0256-490-281 / 494-030
Asociaţia Naţională a Surzilor din România - Filiala Surzilor Vâlcea,Regina Maria,9A,Râmnicu Vâlcea,Vâlcea,Centrul de zi pentru persoanele cu deficiență de auz din județul Vâlcea,4,"b2, b3, b4",8,,
Primăria Comunei Bichiş,Principală,42,Bichiș ,Mureş,Serviciul social comunitar,6,"B2, B3, B4, B5, B6, B7",,,
Asociaţia Mia's Children,Drumul Bacriului,44 C,Chiajna,Ilfov,Centrul rezidențial Casa Mia,2,"B1.2, B1.3, B1.4, B2.1",20,,
Asociaţia Mia's Children,Drumul Bacriului,44 C,Chiajna,Ilfov,Centrul de zi Mia's Children,4,"B1, B2.1",20,,
Arhiepiscopia Ortodoxă Română Sibiu,A.D. Xenopol,26,Sibiu,Sibiu,Centrul de recuperare neuromotorie de tip ambulatoriu,4,"B2, B3, B4",6,,
Fundaţia Izvor,Eternitate,109,Iaşi,Iaşi,O masă caldă pe zi,8,"B3, B4",30,,
Fundaţia Izvor,Eternitate,109,Iaşi,Iaşi,Centrul de îngrijire Hospice Alinare mică,2,"B2, B3, B4",20,,
Asociaţia Smiles,,99,Gepiu,Bihor,Centrul de zi,4,B1.3,30,office@asociatiasmiles.ro,0259-318-052
Asociaţia Smiles,,41A,Sânmartin,Bihor,Serviciu social acordat în comunitate,6,"B5, B7",45,office@asociatiasmiles.ro,0259-318-052
Asociaţia Smiles,Guttemberg,8,Oradea,Bihor,Servicii sociale acordate în comunitate organizate ca adăposturi de noapte,2,"B2.1, B2.2, B3",30,office@asociatiasmiles.ro,0259-318-052
Asociaţia Smiles,Kulin Gyorgy,26,Salonta,Bihor,Cămin pentru persoane vârstnice,2,b4,29,office@asociatiasmiles.ro,0259-318-052
Asociaţia Smiles,,,Hidișelul de sus,Bihor,Centrul de adăpostire a victimelor violenței în familie,2,"B1, B2, B3, B4",10,,
Asociaţia Smiles,Vămii,34A,Oradea,Bihor,Centrul de reintegrare socială - cămin pentru persoane vârstnice Oradea,2,B4,48,office@asociatiasmiles.ro,0259-318-052
Fundaţia Creştină pentru Copii Agape,Dragoş Vodă,23,Paşcani,Iaşi,Centrul de plasament tip familial Casa Agape,1,"B1.2, B1.3, B1.4, B2.1",40,,
Unitatea de Asistenţă Medico Socială pentru Bolnavi Cronici Salonta,Prof. Dr. Ion Cantacuzino,4,Salonta,Bihor,Unitatea de Asistenţă Medico Socială pentru Bolnavi Cronici Salonta,9,"b3, b4",44,csalonta@yahoo.com,0359-450-272
Fundația Vicenzina Cusmano,1 Decembrie 1918,36BIS,Piatra Neamț,Neamț,Cantină socială,7,"B1, B2, B3, B4, B5",60,,
Primăria Comunei Talpa,22 Decembrie,,Talpa,Teleorman,Centrul rezidențial pentru persoane vârstnice dependente Sfânta Maria,1,b4,50,,
Asociația Națională a Surzilor din România - filiala Slatina,Cornișei,28,Slatina,Olt,Centrul de zi pentru persoane cu deficiențe de auz din județul Olt,4,"b2, b3, b4",20,,
Asociaţia Cornelia şi Bobu,,83,Marpod,Sibiu,Centrul rezidențial pentru persoane vârstnice Marpod,1,B4,55,,
Asociaţia Cornelia şi Bobu,Principală,110,Bârghiș,Sibiu,Centrul rezidențial pentru persoane vârstnice Ighișu Vechi,1,B4,54,,
Fundaţia B & B Adept,,226A,Merghindeal,Sibiu,Cămin de bătrâni,1,b4,282,,
Asociaţia Serviciul de Ajutor Maltez în România - Filiala Timişoara,Gheorghe Bariti,18,Timişoara,Timiș,Serviciul de îngrijire la domiciliu pentru persoane vârstnice,5,B4,50,,
Asociaţia Serviciul de Ajutor Maltez în România - Filiala Timişoara,Gheorghe Bariti,18,Timişoara,Timiş,Cămin pentru persoane vârstnice Sfântul Ioan,1,B4,20,,
Asociaţia Serviciul de Ajutor Maltez în România - Filiala Timişoara,Gheorghe Barițiu,18,Timişoara,Timiș,Cantina socială Aurelian Balint,7,"b3, b4, b5",100,,
Uniunea Adam Muller Guttenbrunn,Gh. Lazăr,10-12,Timişoara,Timiş,Cămin de bătrâni Timișoara,1,B4,80,amg.banat@gmail.com,0256-499-341 
Uniunea Adam Muller Guttenbrunn,Muncii,58,Sântana,Timiş,Cămin de bătrâni Sântana,1,B4,40,amg.banat@gmail.com,0256-499-341 
Uniunea Adam Muller Guttenbrunn,,422,Buziaș,Timiş,Cămin de bătrâni Bacova,1,B4,17,amg.banat@gmail.com,0256-499-341 
Uniunea Adam Muller Guttenbrunn,,421,Biled,Timiş,Cantina socială Biled,7,B4,20,amg.banat@gmail.com,0256-499-341 
Uniunea Adam Muller Guttenbrunn,Republicii,24,Sânicolaul Mare,Timiş,Cantina socială Sânicolaul Mare,7,B4,20,amg.banat@gmail.com,0256-499-341 
Arhiepiscopia Timişoarei,,23,Checea,Timiş,Așezământul pentru persoane vârstnice Sfântul Nicolae,1,b4,12,social@arhiepiscopiatimisoarei.ro,0256309588
Arhiepiscopia Timişoarei,Constantin Diaconovici Loga,7,Timişoara,Timiş,Centrul de consiliere și informare pentru familiile aflate în dificultate,6,"b2, b3, b4, b5",1,social@arhiepiscopiatimisoarei.ro,0256309588
Arhiepiscopia Timişoarei,Traian Vuia,4,Făget,Timiş,Centrul de zi pentru copii Patriarh Miron Cristea,4,"b1.3, b5",25,social@arhiepiscopiatimisoarei.ro,0256309588
Arhiepiscopia Timişoarei,Gloriei,1,Timişoara,Timiş,Centrul de zi pentru copii Antimis,4,"b1.3, b5",25,social@arhiepiscopiatimisoarei.ro,0256309588
Arhiepiscopia Timişoarei,Mihai Eminescu,4,Deta,Timiş,Centrul de zi pentru copii Sfântul Iosif cel nou de la Partoș,4,"b1.3, b5",25,social@arhiepiscopiatimisoarei.ro,0256309588
Arhiepiscopia Timişoarei,Victor Vlad Delamarina,7,Lugoj,Timiş,Centrul de zi pentru copii Sfântul Nicolae,4,"b1.3, b5",25,social@arhiepiscopiatimisoarei.ro,0256309588
Arhiepiscopia Timişoarei,Calea lui Traian,22,Sânnicolau Mare,Timiş,Centrul de zi pentru copii Sfânta Maria,4,"b1.3, b5",25,social@arhiepiscopiatimisoarei.ro,0256309588
Arhiepiscopia Timişoarei,Joszef Preyer,9,Timişoara,Timiş,Centrul comunitar de zi pentru persoane cu dizabilități Speranță în viitor,4,b2,1,social@arhiepiscopiatimisoarei.ro,0256309588
Fundaţia Filantropia Timişoara,C-tin Diaconovici Loga,7,Timişoara,Timiş,"Centrul de informare, sprijin și consiliere pentru persoanele aflate în dificultate",6,"b2, b3, b4, b5",1,,
Fundaţia Umanitară Agape Tihău,,307/A,Surduc,Sălaj,Centrul rezidenţial pentru îngrijire persoane vârstnice,1,B4,22,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,1 Decembrie 1918,68,Piatra Neamţ,Neamţ,Serviciul de protecție de tip rezidențial Casa Călin din cadrul Complexului de servicii Elena Doamna Piatra Neamț,2,"B1.2, B1.3, B1.3, B2.1",45,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,1 Decembrie 1918,68,Piatra Neamţ,Neamţ,Serviciul de protecție de tip rezidențial Casa Smărăndița din cadrul Complexului de servicii Elena Doamna Piatra Neamț,2,"B1.2, B1.3, B1.3, B2.1",45,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,1 Decembrie 1918,68,Piatra Neamţ,Neamţ,Centrul de primire a copilului în regim de urgență din cadrul Complexului de servicii Elena Doamna Piatra Neamț,2,"B1.2, B1.3, B1.4, B2.1",12,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,1 Decembrie 1918,68,Piatra Neamţ,Neamţ,Complex de servicii Ion Creangă - Serviciul de protecție tip rezidențial Casa Floare de colț,2,"B1.3, B1.4, B2.1",36,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,1 Decembrie 1918,68,Piatra Neamţ,Neamţ,Complex de servicii Ion Creangă - Serviciul de protecție de tip rezidențial Casa Traian,2,"B1.3, B1.4, B2.1",36,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,1 Decembrie 1918,68,Piatra Neamţ,Neamţ,Complex de servicii Ion Creangă - Serviciul de protecție de tip rezidențial Casa Decebal,2,"B1.2, B1.3",15,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,1 Decembrie 1918,68,Piatra Neamţ,Neamţ,Complex de servicii Ion Creangă - Centrul de primire a copilului în regim de urgență ,2,"B1.2, B1.3, B1.4",12,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,1 Decembrie 1918,68,Piatra Neamţ,Neamţ,Centrul de zi din cadrul Complexului de servicii de zi Piatra Neamţ,4,"B1.3, B1.4",25,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,1 Decembrie 1918,68,Piatra Neamţ,Neamţ,Centrul de pregătire și sprijin a reintegrării și integrării copilului în familie din cadrul Complexului de servicii de zi Piatra Neamţ,10,"B1, B2.1",,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Panaite Donici,5,Roman,Neamţ,Centrul de protecție a copilului cu dizabilități din cadrul Complexului de servicii ”Romanița”,2,"B1.1, B1.2, B1.3",36,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Panaite Donici,5,Roman,Neamţ,Centrul maternal din cadrul Complexului de servicii ”Romanița”,2,"B1.1, B1.4, B5",6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Panaite Donici,5,Roman,Neamţ,Centrul de primire a copilului în regim de urgență din cadrul Complexului de servicii ”Romanița”,2,"B1.2, B1.3, B1.4",8,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Sucedava,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 34",2,B1.3,60,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Al. Tudor Vladimirescu,,Roman,Neamţ,"Centrul de primire în regim de urgență -Apartamentul nr. 38, Bl. 4 din cadrul Complexului de servicii ”Familia Mea” Roman",2,"B1.3, B1.4, B2.1",6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Principală,,Păstrăveni,Neamţ,Centrul de recuperare și reabilitare persoane cu handicap Păstrăveni,1,B2,201,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,,,Războieni,Neamţ,Centrul de recuperare și reabilitare neuropsihiatrică Războieni,1,"B2, B3, B4",205,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,,,Bodești,Neamţ,Centrul de îngrijire și asistență Oșlobeni,1,"B3, B4",52,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Roman Mușat,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 43",2,B2.1,6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Miron Costin,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 3",2,B1.3,6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Panaite Donici,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 8",2,"B1.3, B1.4, B2.1",6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Panaite Donici,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 24",2,"B1.3, B1.4",6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Panaite Donici,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 26",2,"B1.3, B1.4",6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Smirodava,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 35",2,"B1.2, B1.3",6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Smirodava,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 44",2,"B1.3, B1.4",6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Sucedava,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 53",2,"B1.2, B1.3, B1.4",6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Panaite Donici,,Roman,Neamţ,"Complex de servicii Familia Mea Roman, apartament 66",2,"B1.3, B1.4",6,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Veronica Micle,21,Roman,Neamţ,Centrul de îngrijire și asistență din cadrul Complexului de servicii pentru persoane adulte cu handicap Roman,1,"B2, B3, B4",50,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Ioan Nanu,4,Roman,Neamţ,Centrul de recuperare și reabilitare pentru persoane cu handicap din cadrul Complexului de servicii pentru persoane adulte cu handicap Roman,1,"B2, B3, B4",76,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Principală,1189,Trifești,Neamţ,Locuință protejată Acasă Trifești din cadrul Complexului de servicii pentru persoane adulte cu handicap Roman,3,"B2, B3, B4",10,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Ștefan cel Mare,155,Târgu Neamț,Neamţ,Centrul de îngrijire și asistență Târgu Neamț,1,"B2, B3, B4",60,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Alexandru cel Bun,11,Piatra Neamț,Neamţ,Asistenți maternali profesioniști,10,"B1, B2.1",,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Izvor,6,Târgu Neamț,Neamţ,Serviciul de tip rezidențial pentru protecția copilului Casa Ozana - casă de tip familial,2,"B1.3, B1.4, B2.1",16,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Neamţ,Valea Albă,35,Piatra Neamț,Neamţ,Serviciul rezidențial pentru copilul cu dizabilități,2,"B1.2, B1.3, B1.4, B2.1",,dgaspc_neamt@yahoo.com,0233-229-217 / 234-930
Primăria Oraşului Zimnicea - Serviciul Public de Asistenţă Socială,Mihail Kogălniceanu,30,Zimnicea,Teleorman,Centrul de recuperare și consiliere psihologică pentru minori cu dizabilități,4,B1,13,primaria@orasulzimnicea.ro,0247-366-431
Primăria Oraşului Zimnicea - Serviciul Public de Asistenţă Socială,Cuza Vodă,,Zimnicea,Teleorman,Centrul de zi pentru minori - modulul 2,4,"b1.2, b1.3, b1.4",10,primaria@orasulzimnicea.ro,0247-366-431
Primăria Oraşului Zimnicea - Serviciul Public de Asistenţă Socială,Mihail Kogălniceanu,30,Zimnicea,Teleorman,Centrul social pentru recuperare persoane vârstnice,2,B4,14,primaria@orasulzimnicea.ro,0247-366-431
Primăria Oraşului Zimnicea - Serviciul Public de Asistenţă Socială,Mihai  Viteazu,,Zimnicea,Teleorman,Centrul de zi pentru minori - modulul 1,4,"B1.2, B1.3, B1.4",10,primaria@orasulzimnicea.ro,0247-366-431
Primăria Municipiului Roşiorii de Vede - Serviciul Public de Asistenţă Socială şi Autoritate Tutelară,Sf.Teodor,37D,Roşiorii de Vede ,Teleorman,Adăpost de noapte,2,"B2, B3",14,,
Primăria Municipiului Roşiorii de Vede - Serviciul Public de Asistenţă Socială şi Autoritate Tutelară,Sf.Teodor,37D,Roşiorii de Vede ,Teleorman,Cantina de ajutor social,7,"B1, B2, B3, B4, B7",50,,
Primăria Municipiului Roşiorii de Vede - Serviciul Public de Asistenţă Socială şi Autoritate Tutelară,Sf.Teodor,37D,Roșiorii de Vede,Teleorman,Cămin de bătrâni Sfântul Teodor,1,"B4, B7",24,,
Penitenciarul Focşani,Liliacului,41,Focşani,Vrancea,Serviciul educație și asistență psihosocială,10,"B1.4, B2, B3, B4",861,,
Asociaţia Doctor Carl Wolff a Bisericii Evanghelice C.A. din România,Pedagogilor,5,Sibiu,Sibiu,Cămin persoane vârstnice Doctor Carl Wolff,1,B4,108,,
Asociaţia Doctor Carl Wolff a Bisericii Evanghelice C.A. din România,Pedagogilor,5,Sibiu,Sibiu,Centrul de îngrijire paliativă hospice Sibiu,2,"B2, B3, B4",14,,
Asociaţia Preventis,Rene Descartes,6,Cluj Napoca,Cluj,"Centrul de Prevenire, Evaluare și Consiliere Antidrog",6,"B2.1, B2.2, B3, B5, B6, B7",10,,
Asociaţia Preventis,Rene Descartes,6,Cluj Napoca,Cluj,Centrul de consiliere și sprijin pentru părinți și copii,6,"B1.3, B1.4, B3, B5, B6, B7",10,,
Primăria Comunei Vârşolţ,Principală,457,Vârşolţ,Sălaj,Centrul de zi pentru copii de tip after school,4,b1.3,30,,
Asociaţia Copiii Noştri de Pretutindeni,Slt. Gh. ,8,Târgu Jiu,Gorj,Centrul de servicii sociale integrate - centrul îngrijire copii,4,b1.3,40,,
Asociaţia Evanghelică de Diaconie Mediaş,,170-172,Sibiu,Sibiu,Cămin pentru persoane vârstnice,1,b4,32,,
Asociaţia Evanghelică de Diaconie Mediaş,Castelului,2,Mediaş,Sibiu,Bucătăria pe roți,8,,100,,
Asociaţia pentru Libertate şi Egalitate de Gen - A.L.E.G.,,,Sibiu,Sibiu,Centrul de consiliere pentru prevenirea și combaterea violenței în familie,4,b1,2,,
Asociaţia Umanitară Dare to Care,Principală,134-135,Roșia,Sibiu,Centrul de plasament de tip familial,1,"B1.2, B1.3, B1.4, B2.1",18,,
Fundaţia Down Carei,Horea,2,Carei,Satu Mare,Centrul de integrare prin terapie ocupațională,4,"B1.3, B1.4, B2",19,,
Primăria Comunei Tutova,Principală,447,Tutova,Vaslui,Cămin pentru persoane vârstnice Tutova,1,B4,60,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Sănătății,2,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 15 din cadrul Centrului teritorial pentru protecția de tip familial a copilului cu nevoi speciale Roșiorii de Vede,1,"b1, b2",12,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Sănătății,2,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 11 din cadrul Centrului teritorial pentru protecția de tip familial a copilului cu nevoi speciale Roșiorii de Vede,1,"b1, b2",12,dgaspctr@yahoo.com ,0247313672  
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Teleorman,Sănătății,2,Roșiorii de Vede,Teleorman,Apartament de tip familial nr. 15 bis din cadrul Centrului teritorial pentru protecția de tip familial a copilului cu nevoi speciale Roșiorii de Vede,1,"b1, b2",12,dgaspctr@yahoo.com ,0247313672  
